trade_id,amount,timestamp,counterparty_id
94d855b3,27258.11,1712000316,270
17b7245e,31076.89,1712000317,335
0ccf8e7c,7773.22,1712000318,260
b327af15,11579.11,1712000319,403
99dbfb60,3766.85,1712000320,297
c6998d21,46246.58,1712000321,329
95f743a2,45193.25,1712000322,477
335df812,12387.11,1712000323,167
8286e0df,15097.87,1712000324,485
2bb48ef7,28678.61,1712000325,307
06819db3,1609.76,1712000326,309
f881f73f,10075.35,1712000327,301
641ed69e,44266.82,1712000328,216
7561e39c,12302.71,1712000329,186
8a4633b2,16367.72,1712000330,348
10ab3286,20159.35,1712000331,113
3a191e32,30382.92,1712000332,138
cc55d0cf,16418.88,1712000333,448
1dd4cdbd,31821.4,1712000334,300
0911021c,2557.04,1712000335,227
c21e22cb,1214.44,1712000336,319
85cdbd49,33910.56,1712000337,202
9435f77d,8288.17,1712000338,496
5cc5cee3,41000.85,1712000339,412
bc23e15f,31192.48,1712000340,459
2254515f,25148.63,1712000341,126
a4d81428,46336.06,1712000342,203
209e30cc,26814.73,1712000343,150
d894d554,23872.9,1712000344,263
54fb78e2,14801.66,1712000345,241
704e8478,21924.67,1712000346,333
5730ba05,26425.99,1712000347,451
0a5e640c,42247.59,1712000348,145
8e9fc03b,10622.36,1712000349,154
1ad77e07,45553.63,1712000350,336
52eec6db,3759.79,1712000351,489
ae8b9591,33434.84,1712000352,413
c82a1d7d,15792.5,1712000353,412
3d2a3475,16954.86,1712000354,468
1c341dae,27911.1,1712000355,419
3ac7e109,30920.02,1712000356,456
3e50f145,5037.58,1712000357,457
088450e4,31797.44,1712000358,418
f382ebbb,19051.89,1712000359,384
efc3e5cb,41477.16,1712000360,215
d0538219,23417.64,1712000361,251
e102c262,13866.38,1712000362,165
d606e150,2601.2,1712000363,113
e5182f01,49812.82,1712000364,192
a01c0f03,31490.66,1712000365,447
daa2b438,24458.25,1712000366,246
08de4097,10587.02,1712000367,187
ab385c5d,46736.82,1712000368,174
ecaa51bc,37801.09,1712000369,365
08825ee2,3902.36,1712000370,398
20a60860,15182.87,1712000371,183
3984e758,16576.43,1712000372,387
51521f72,40778.86,1712000373,399
08b2c086,45950.5,1712000374,461
3f8126d1,38623.18,1712000375,139
948918b4,44449.5,1712000376,472
19fea4b6,17009.85,1712000377,175
d630f9ac,2156.9,1712000378,377
6b58a9f9,24773.4,1712000379,194
023f92fc,42975.58,1712000380,378
595f7d3a,30407.82,1712000381,344
53730597,28627.32,1712000382,357
41c42f28,45337.84,1712000383,199
c92b5a9c,31480.41,1712000384,149
42c7ff16,5355.0,1712000385,442
1b070165,34288.99,1712000386,455
a180f55c,16519.75,1712000387,438
7aa732ab,20693.59,1712000388,205
55273855,32724.3,1712000389,246
e763af64,42341.87,1712000390,368
13f2fa14,27692.11,1712000391,489
bdea6b7c,4278.88,1712000392,475
2ac0046f,40048.24,1712000393,471
f1cbea10,31147.59,1712000394,444
e0219067,26843.05,1712000395,110
90b68517,24968.38,1712000396,333
72898732,48175.66,1712000397,261
25d032a0,25253.4,1712000398,493
d5fad4cc,48920.71,1712000399,253
90ff6f19,40021.28,1712000400,432
401fb5cc,33796.92,1712000401,361
2a329494,34160.5,1712000402,228
f89818b7,46124.88,1712000403,407
be3a1f87,30258.38,1712000404,128
12a3c709,6384.39,1712000405,284
9cf93749,34467.93,1712000406,245
e63f510b,30870.58,1712000407,215
b913319f,16081.79,1712000408,154
46c67387,45929.17,1712000409,320
2e2137a3,44561.06,1712000410,249
ffd82972,21382.13,1712000411,290
d5ab7020,37476.41,1712000412,107
1a0fdeaa,26908.46,1712000413,247
5ed17267,15490.93,1712000414,220
4bfd3d4b,49335.34,1712000415,437
aaeeb5d9,19930.05,1712000416,459
7de230f7,28073.07,1712000417,484
7befad36,21340.28,1712000418,437
f579c93b,10813.99,1712000419,287
7a6a8ba1,46207.1,1712000420,420
928fdef5,26909.93,1712000421,335
75d5cde0,39488.69,1712000422,293
af2dfd17,44961.68,1712000423,286
fb6b17b0,36457.1,1712000424,466
6c1cba00,10897.13,1712000425,451
68f5dedb,44812.15,1712000426,225
b9aa3aaa,35867.67,1712000427,466
bf6cf778,42972.67,1712000428,349
67110876,37243.96,1712000429,289
be1c60bd,48705.31,1712000430,272
03211803,28143.69,1712000431,401
af88f00f,12193.12,1712000432,359
fef77d6a,23558.31,1712000433,155
4140c083,39757.61,1712000434,296
7db987a3,47484.08,1712000435,160
666ad48c,41333.99,1712000436,497
56eb660c,42370.65,1712000437,455
cd53664f,37270.86,1712000438,415
bfce7aa0,3035.18,1712000439,469
3942ad27,3814.65,1712000440,137
4bfb2d83,28011.43,1712000441,309
9dc9b19d,48005.75,1712000442,467
d37c0124,31443.58,1712000443,464
1a610909,32394.44,1712000444,265
cc58c8cf,38659.59,1712000445,227
b7319ee0,36634.57,1712000446,200
e3428210,7550.46,1712000447,239
dc625d30,2216.0,1712000448,105
76ea9ab6,13883.66,1712000449,219
57de316d,21273.13,1712000450,458
bee4209d,20557.82,1712000451,256
36aaab50,7549.39,1712000452,304
cf33e0c9,20682.39,1712000453,253
477cefa8,27585.02,1712000454,350
a3e29f78,2855.88,1712000455,396
08ad321f,47298.35,1712000456,327
f402455f,25241.41,1712000457,156
a67aa3e0,44099.59,1712000458,267
226ea086,7766.44,1712000459,236
9ac5c4e3,3145.06,1712000460,473
0e1f867f,15940.44,1712000461,160
692d8ffe,48591.58,1712000462,247
3648c39a,37785.34,1712000463,318
67deb8a8,30725.41,1712000464,430
be2670ed,34510.35,1712000465,177
5071ffba,46758.14,1712000466,115
653c909e,12901.15,1712000467,468
39c0450d,45824.71,1712000468,383
c298eba6,12182.44,1712000469,343
8236655f,1217.7,1712000470,357
3203e60d,38215.93,1712000471,105
5a41635a,30663.17,1712000472,335
95f0cd9c,2707.13,1712000473,429
d220aae9,37481.27,1712000474,317
61b7e6e2,25505.74,1712000475,257
a848e74f,4352.5,1712000476,494
4f1db5c5,5250.16,1712000477,199
7897d2f1,22459.45,1712000478,373
cf9118e5,5284.92,1712000479,336
32a41994,39026.87,1712000480,373
d30e42ce,5948.21,1712000481,442
d4cbc63c,43889.83,1712000482,370
aeb2fc32,39301.53,1712000483,350
9cecb7cd,33508.35,1712000484,474
28c6fb1d,16832.8,1712000485,480
a46f5405,21344.61,1712000486,307
7cf9bf5e,17522.3,1712000487,275
772df88e,17690.79,1712000488,397
296f7893,41168.05,1712000489,295
8ab88934,40844.01,1712000490,270
58dfb4f1,1326.83,1712000491,458
bca5d265,22975.47,1712000492,396
4ce5b22b,37112.9,1712000493,101
8cd1bbbf,9917.72,1712000494,280
634437f4,31595.97,1712000495,308
3e6fedca,42169.98,1712000496,303
b202a486,36053.07,1712000497,457
adbaa527,23560.58,1712000498,391
c216e797,37878.46,1712000499,250
c318e93f,33822.46,1712000500,384
ed4d95a9,8509.29,1712000501,236
fb415cff,18291.61,1712000502,197
f90399bf,15632.32,1712000503,188
3393ba66,6347.16,1712000504,230
953fd7d8,2239.52,1712000505,483
8ae463e8,23380.11,1712000506,217
96a93312,39452.2,1712000507,141
66b2caa9,12803.18,1712000508,253
5b82d6aa,18379.36,1712000509,107
e8adce95,32976.16,1712000510,110
015349e3,7818.79,1712000511,265
3a1649b4,15123.02,1712000512,436
11dd2597,4810.6,1712000513,286
ab1524c7,28599.28,1712000514,141
f350b385,46257.74,1712000515,280
897884f1,26299.1,1712000516,237
576273ae,11739.69,1712000517,356
f4aa9391,30250.68,1712000518,134
ad6bf748,34914.81,1712000519,107
c35a2a04,3774.28,1712000520,155
77c3f0f8,41460.38,1712000521,143
aaa08a70,11041.21,1712000522,342
036fb721,42557.35,1712000523,377
9ca718bf,2805.68,1712000524,173
59f11aa9,23427.86,1712000525,302
2597481b,23541.4,1712000526,379
b75236d8,28458.75,1712000527,228
dcc7723e,17093.01,1712000528,376
62d7bc84,11437.47,1712000529,279
3088a8d8,32475.0,1712000530,196
2f358447,34685.54,1712000531,430
d17c267a,35525.26,1712000532,491
0d3fa518,29518.07,1712000533,432
1bff83a6,23500.87,1712000534,207
a5781bcf,22519.33,1712000535,367
49d12f69,35535.39,1712000536,139
acdf3e4b,36246.01,1712000537,375
8665fa08,31592.27,1712000538,294
6712d417,28545.72,1712000539,431
093d8d3f,15263.21,1712000540,495
3df166d9,25775.68,1712000541,286
d0167ec7,11823.41,1712000542,142
6f49d2e7,45984.83,1712000543,146
86c7f6d2,39707.83,1712000544,240
8928a236,5028.93,1712000545,349
b907f002,45721.98,1712000546,432
cc0aef50,46361.91,1712000547,288
483a80ba,23736.64,1712000548,360
51e422a1,12562.41,1712000549,406
df479bfb,38624.24,1712000550,168
612bfa87,20727.85,1712000551,115
be0a14d8,24713.14,1712000552,335
c495f78c,4039.1,1712000553,370
b96c399b,27003.77,1712000554,443
534ab026,6945.18,1712000555,105
21581eae,45463.29,1712000556,185
9f5bc9bf,7112.54,1712000557,124
55c344bd,34208.14,1712000558,146
6d602939,21632.41,1712000559,423
084c489d,28233.64,1712000560,165
af78ecb0,16753.72,1712000561,419
3f4bac48,19743.15,1712000562,496
7af1cdb5,12237.18,1712000563,487
28adc0ad,39026.0,1712000564,297
7ff52e65,45435.25,1712000565,483
831a7bf5,20309.64,1712000566,123
b19751c2,8367.12,1712000567,467
7a6ea780,14025.09,1712000568,398
68778399,13273.9,1712000569,133
c8e3d91f,17073.21,1712000570,411
23194bb0,6720.33,1712000571,214
36c13f2a,48285.06,1712000572,408
80cc51de,44737.71,1712000573,381
bb32bd4c,38243.28,1712000574,420
48071040,9261.06,1712000575,321
e767b352,21882.99,1712000576,392
169404c9,18005.78,1712000577,447
ad5d7d84,21622.61,1712000578,425
7530b5d6,39005.54,1712000579,457
7b1be350,15285.52,1712000580,327
a38bfbd4,2695.44,1712000581,332
5b0dee08,24300.22,1712000582,139
c7855679,36462.1,1712000583,271
28818ea7,14185.21,1712000584,328
e6c022b9,45848.31,1712000585,298
42a93a41,49734.56,1712000586,135
c5b778e0,38823.4,1712000587,161
9e88c791,47989.83,1712000588,227
ddd205cd,7302.89,1712000589,289
81186ffe,26483.09,1712000590,459
02b375c7,35037.87,1712000591,494
1ddf3c03,9295.34,1712000592,499
e77fa10c,25333.48,1712000593,307
7a051bd3,30037.51,1712000594,289
3a7b07c5,16770.48,1712000595,144
2df19bae,32605.01,1712000596,451
0d898e4b,2883.82,1712000597,163
d70cb98a,33592.69,1712000598,243
c2314dc7,22245.8,1712000599,120
b2af2a4e,5741.55,1712000600,159
1e944f27,2823.34,1712000601,365
893ba3d0,37657.3,1712000602,297
f9fccbea,26960.13,1712000603,353
a392648f,38113.37,1712000604,420
72b2eeba,12354.2,1712000605,429
f69dd350,30751.78,1712000606,352
2c273584,6029.28,1712000607,290
4c28e6d1,10755.12,1712000608,334
8adf664d,47294.12,1712000609,195
f42e3871,19468.17,1712000610,128
37f68fdb,21146.99,1712000611,416
3a8ef66b,10871.28,1712000612,119
4ff344fc,46493.35,1712000613,276
4fad93a1,12073.7,1712000614,326
6c982e16,42242.83,1712000615,237
0e80ba83,33068.42,1712000616,202
aeb143c6,34178.37,1712000617,312
a03fb360,49139.62,1712000618,274
4944d9c0,27580.78,1712000619,435
79379b24,43802.85,1712000620,145
e0598995,26239.54,1712000621,364
1d4b2309,44742.1,1712000622,261
f7a416d8,29018.57,1712000623,373
cb5a5709,15789.64,1712000624,202
710e3d94,22348.61,1712000625,474
7015e62f,47201.41,1712000626,364
4fe67e8d,23232.46,1712000627,248
1c053bd0,8088.22,1712000628,159
354647b5,21017.29,1712000629,478
1552aff6,22604.05,1712000630,344
ccdbd878,25528.23,1712000631,420
46ae890f,8692.23,1712000632,210
6c6bfc76,11967.18,1712000633,103
fa5cfe66,31903.58,1712000634,219
6859d7bc,22580.83,1712000635,344
cd3aa798,46903.81,1712000636,224
534547d6,17374.21,1712000637,339
4113808f,20507.8,1712000638,461
1ee28faf,36438.95,1712000639,176
93936cb5,46118.51,1712000640,163
a4299bfd,15388.28,1712000641,418
4efe999e,2697.65,1712000642,211
3781ce58,17575.28,1712000643,188
0541447b,29991.89,1712000644,192
e8d1e1f6,16421.37,1712000645,223
2cb7b72c,1200.19,1712000646,469
793707e7,22786.73,1712000647,495
1d8a8cdf,49083.53,1712000648,498
8b0f00f2,10213.06,1712000649,151
e795bf00,10333.18,1712000650,228
506330c4,18055.09,1712000651,339
e149871a,21658.63,1712000652,225
3c20a9a2,34557.7,1712000653,123
0d801c00,17868.48,1712000654,198
63186b60,11988.39,1712000655,210
4849731a,21837.3,1712000656,337
f79407ac,29964.13,1712000657,431
e8788619,49312.5,1712000658,474
f581adad,33840.6,1712000659,235
d2e2f92b,32104.32,1712000660,290
24acbb03,16330.79,1712000661,455
2ec03242,11439.47,1712000662,323
e086183f,19372.96,1712000663,489
a0938e00,27297.86,1712000664,207
c5bb286d,30119.15,1712000665,422
f84b0598,34636.61,1712000666,106
e981c27b,1566.64,1712000667,213
76d19c1b,30998.4,1712000668,369
b77f196f,15820.15,1712000669,422
6864ef93,32707.54,1712000670,445
491cabcf,7152.24,1712000671,407
2bea0ad6,20548.96,1712000672,342
6cb11512,36980.91,1712000673,380
a34c201b,25563.7,1712000674,260
252f18d4,3013.41,1712000675,297
321be41b,4430.86,1712000676,126
c3932a9e,44787.69,1712000677,357
163888d0,38797.11,1712000678,162
5cb06626,46562.14,1712000679,380
f07c7c51,26018.46,1712000680,497
0302ab49,45506.88,1712000681,221
7415bd9e,22594.39,1712000682,245
96604d63,44695.01,1712000683,121
e7897f4d,41439.86,1712000684,376
ae331ef9,8070.33,1712000685,264
4902b8fc,4715.63,1712000686,435
8823a24a,49563.39,1712000687,159
e416e699,47326.57,1712000688,217
9fa76ecf,36120.78,1712000689,358
61c199f7,21508.14,1712000690,252
20bb1747,9900.91,1712000691,385
8e59a6ce,34772.72,1712000692,421
8de3748b,1524.78,1712000693,189
186ceae1,27911.84,1712000694,235
de73fd93,37293.35,1712000695,173
6dc3e3e8,7122.5,1712000696,283
fd1134f8,1538.7,1712000697,192
187e47f4,7267.22,1712000698,401
f5ff4560,45613.11,1712000699,376
333ffc52,21579.05,1712000700,165
adbaac52,36670.47,1712000701,147
d7e3b2a5,26880.93,1712000702,485
b11e6cc9,22918.03,1712000703,306
7a1f28b4,6029.93,1712000704,120
6cddf533,14994.73,1712000705,326
53560037,17227.73,1712000706,421
f7f820d7,30859.98,1712000707,220
7ab3e917,46937.04,1712000708,107
78292bbf,8907.42,1712000709,114
f4900fbc,23081.19,1712000710,274
3dd7c650,27757.04,1712000711,458
3c09b515,7609.31,1712000712,491
508d61e7,42887.1,1712000713,199
bab708bf,42671.12,1712000714,364
07ecc5f5,20341.21,1712000715,354
9ce6862c,26059.58,1712000716,264
ed26081d,19273.28,1712000717,493
11145a37,36673.14,1712000718,173
354130b1,8891.97,1712000719,113
6b59536a,6948.84,1712000720,415
67ef6c98,20139.31,1712000721,117
004ae4c6,16674.57,1712000722,444
ae64b046,15321.33,1712000723,471
89167d9b,12415.67,1712000724,271
6978e0c4,11411.89,1712000725,208
2aa9c898,41301.86,1712000726,165
f8ab894e,16952.78,1712000727,454
6e26167b,10646.22,1712000728,169
a60733d0,16340.01,1712000729,374
650f4376,40722.24,1712000730,225
2db10ed9,19854.17,1712000731,316
d6a85219,18888.5,1712000732,399
aa722a2a,40953.68,1712000733,154
24b70e98,9222.4,1712000734,152
3fb2db12,22515.81,1712000735,203
b9d63b49,14222.76,1712000736,266
433b6395,31333.39,1712000737,399
90884218,26632.97,1712000738,223
7230061d,37925.88,1712000739,213
3eddc684,42154.68,1712000740,165
1cebaf23,2146.96,1712000741,277
f589bced,27859.4,1712000742,224
86f83882,40574.79,1712000743,463
7c2c5f6c,37075.81,1712000744,298
1da6ed1d,16911.87,1712000745,359
70ccecbe,15104.75,1712000746,126
a1beaa15,43299.13,1712000747,221
0245e15c,18404.35,1712000748,498
6ba3dd9e,21593.95,1712000749,176
ff0a09b0,47485.9,1712000750,491
1a6250a0,49117.87,1712000751,491
1cf00378,29429.36,1712000752,293
bd3d3917,32331.09,1712000753,102
9fe63afd,26723.16,1712000754,168
